DATE,ARTIST_TITLE,SPOTIFY_POS,SPOTIFY_MOVEMENT,DAYS_IN_CHART,SPOTIFY_PEAK,COUNT_AT_PEAK,SPOTIFY_DAILY_STREAMS,SPOTIFY_DAILY_STREAMS_MOVEMENT,SPOTIFY_7DAY_STREAMS,SPOTIFY_7DAY_STREAMS_MOVEMENT,SPOTIFY_TOTAL_STREAMS,ON_TOUR,ACTIVE_PROMO,ARIA_LW,ARIA_TW
2024-02-04,Vance Joy - Riptide,24,-1,3384,9,,114828,-4840.0,845888,-6332,135888798,,,,
2024-02-04,Flo Milli - Never Lose Me,25,2,23,25,,114457,4454.0,793692,11825,2104547,,,,
2024-02-04,Olivia Rodrigo - vampire,26,-1,220,1,4.0,111998,-2344.0,823410,-11715,33035634,,,,
2024-02-04,Tate McRae - exes,27,2,80,16,,110058,1357.0,763540,3518,8681554,,,,
2024-02-04,Michael Marcagi - Scared To Start,28,9,23,28,,108822,8341.0,736821,11261,1910740,,,,
2024-02-04,David Kushner - Daylight,29,6,295,2,30.0,103617,2234.0,737406,2636,37196808,,,,
2024-02-04,Royel Otis - Murder on the Dance Floor - triple j Like A Version,30,=,7,21,,103512,-1766.0,820730,103512,820730,,,,
2024-02-04,OneRepublic - I Ain't Worried,31,=,610,1,16.0,101021,-3788.0,723638,876,77872106,,,,
2024-02-04,Fred again.. - leavemealone (w/ Baby Keem),32,-6,59,18,,100335,-13233.0,772931,7976,5841203,,,,
2024-02-04,Troye Sivan - Got Me Started,33,-5,135,16,,99821,-9075.0,735964,2386,11511972,,,,
2024-02-04,Taylor Swift - Anti-Hero,34,-2,472,1,32.0,99460,-3146.0,684901,12253,62149527,,,,
2024-02-04,Ocean Alley - Confidence,35,1,1051,4,,99342,-1411.0,678934,2185,50545191,,,,
2024-02-04,Sabrina Carpenter - Feather,36,-3,67,17,,98089,-4252.0,872412,-27588,5185041,,,,
2024-02-04,Mitski - My Love Mine All Mine,37,7,138,11,,97505,6238.0,676716,-1882,14016269,,,,
2024-02-04,Post Malone - Chemical,38,-4,297,9,,96117,-5677.0,718121,-17883,27333223,,,,
2024-02-04,Zach Bryan - Heading South,39,4,284,33,,92565,-24.0,650390,1343,17005638,,,,
2024-02-04,"JID - Surround Sound (w/ 21 Savage, Baby Tate)",40,1,88,18,,92353,-4355.0,712257,-5570,8136279,,,,
2024-02-04,Luke Combs - Fast Car,41,-1,318,3,5.0,91398,-5431.0,689663,-11741,40422080,,,,
2024-02-04,The Killers - Mr. Brightside,42,-4,3194,10,,90879,-8338.0,751598,-16695,152534258,,,,
2024-02-04,Dua Lipa - Dance The Night (From Barbie The Album),43,-4,255,3,2.0,89834,-8515.0,709799,-18482,31708058,,,,
2024-02-04,Lewis Capaldi - Someone You Loved,44,6,1825,3,6.0,87150,-465.0,603880,16805,149994609,,,,
2024-02-04,Fleetwood Mac - Dreams - 2004 Remaster,45,=,2047,7,,86223,-5029.0,587673,8706,114496314,,,,
2024-02-04,Taylor Swift - Is It Over Now? (Taylor's Version) (From The Vault),46,=,101,1,10.0,85654,-3500.0,612038,2573,14046167,,,,
2024-02-04,Paul Russell - Lil Boo Thang,47,-5,124,14,,85262,-9416.0,637097,-5392,11703056,,,,
2024-02-04,Doja Cat - Agora Hills,48,-1,136,11,,84386,-4079.0,624140,-4556,14369780,,,,
2024-02-04,Lord Huron - The Night We Met,49,6,588,29,,83689,4850.0,611402,-2045,25173209,,,,
2024-02-04,Good Neighbours - Home,50,26,8,50,,82883,13753.0,497637,35267,545253,,,,
2024-02-04,Morgan Wallen - Thinkin’ Bout Me,51,=,336,46,,81825,-3373.0,591153,-238,19294980,,,,
2024-02-04,The Goo Goo Dolls - Iris,52,1,1097,30,,81073,-229.0,526165,19096,51305226,,,,
2024-02-04,Troye Sivan - Rush,53,-5,205,11,,81005,-7459.0,622444,-10877,16599889,,,,
2024-02-04,Creedence Clearwater Revival - Have You Ever Seen The Rain,54,-5,514,39,,80116,-7956.0,578668,-2608,26243519,,,,
2024-02-04,Dominic Fike - Babydoll,55,6,147,43,,79038,3965.0,503701,12503,8715940,,,,
2024-02-04,Miley Cyrus - Flowers,56,-4,388,1,40.0,78354,-3915.0,571997,-1530,65381994,,,,
2024-02-04,"Billie Eilish - What Was I Made For? [From The Motion Picture ""Barbie""]",57,8,206,1,6.0,76590,2647.0,560734,-7967,24746760,,,,
2024-02-04,Taylor Swift - Lover,58,2,366,2,1.0,75595,-53.0,504445,9492,23615985,,,,
2024-02-04,"Drake - One Dance (w/ Wizkid, Kyla)",59,-1,1670,1,98.0,74883,-1909.0,526185,8127,87306892,,,,
2024-02-04,Dave - Sprinter (w/ Central Cee),60,-6,249,1,63.0,74461,-4726.0,584021,-8045,41816720,,,,
2024-02-04,Zach Bryan - Hey Driver (w/ The War And Treaty),61,3,164,29,,74446,78.0,527557,-191,11110108,,,,
2024-02-04,Taylor Swift - Don’t Blame Me,62,7,541,12,,73492,2470.0,474617,11181,28818176,,,,
2024-02-04,Harry Styles - As It Was,63,-1,675,1,53.0,72183,-2728.0,527113,962,100545024,,,,
2024-02-04,Frank Ocean - Pink + White,64,19,499,38,,70784,4810.0,480393,2660,26891150,,,,
2024-02-04,Chris Stapleton - You Should Probably Leave,65,2,196,61,,70560,-1614.0,499526,1849,10494458,,,,
2024-02-04,Kanye West - Heartless,66,5,619,39,,69763,-942.0,504149,2417,30382450,,,,
2024-02-04,"Elton John - Cold Heart - PNAU Remix (w/ Dua Lipa, PNAU)",67,-1,904,1,12.0,69696,-3676.0,485792,2216,96231391,,,,
2024-02-04,Flume - Never Be Like You (w/ Kai),68,9,984,1,19.0,69328,737.0,505599,1463,48348854,,,,
2024-02-04,Morgan Wallen - You Proof,69,1,490,13,,68827,-1972.0,501246,-440,31872182,,,,
2024-02-04,SZA - Snooze,70,9,411,29,,68602,654.0,459970,6725,27125023,,,,
2024-02-04,J. Cole - No Role Modelz,71,9,2085,20,,68601,719.0,495118,2109,86161239,,,,
2024-02-04,Post Malone - Sunflower - Spider-Man: Into the Spider-Verse (w/ Swae Lee),72,2,1930,1,27.0,68257,-1447.0,489501,641,151745216,,,,
2024-02-04,Richy Mitch & The Coal Miners - Evergreen,73,17,102,64,,67957,5253.0,478822,4222,5277046,,,,
2024-02-04,Peggy Gou - (It Goes Like) Nanana - Edit,74,-17,224,15,,67718,-10278.0,522867,-11866,16259595,,,,
2024-02-04,The Weeknd - Blinding Lights,75,-2,1524,1,65.0,67599,-2567.0,480215,4395,144313634,,,,
2024-02-04,Taylor Swift - cardigan,76,13,403,1,6.0,67041,3748.0,440668,10247,23748992,,,,
2024-02-04,Coldplay - Yellow,77,7,1089,23,,67010,1832.0,462928,2293,46219792,,,,
2024-02-04,Glass Animals - Heat Waves,78,=,1284,1,79.0,66980,-1019.0,499873,-3066,160203028,,,,
2024-02-04,Creedence Clearwater Revival - Fortunate Son,79,-16,382,59,,66047,-8659.0,480834,6450,18154293,,,,
2024-02-04,FISHER - Atmosphere (w/ Kita Alexander),80,-21,153,57,,65647,-10093.0,508328,-9395,8673907,,,,
2024-02-04,Rema - Calm Down (w/ Selena Gomez),81,-9,511,18,,65381,-5059.0,486194,-2322,37561180,,,,
2024-02-04,MK - Rhyme Dust (w/ Dom Dolla),82,-26,248,13,,64905,-13700.0,568861,-36250,14460607,,,,
2024-02-04,SZA - Kill Bill,83,4,423,1,26.0,64579,154.0,474913,-6167,59415419,,,,
2024-02-04,Luke Combs - The Kind of Love We Make,84,-3,598,13,,64432,-3203.0,456254,-207,47648699,,,,
2024-02-04,Miley Cyrus - Party In The U.S.A.,85,-17,1914,27,,64141,-6954.0,461239,910,81771272,,,,
2024-02-04,Rihanna - We Found Love (w/ Calvin Harris),86,-11,449,17,,63978,-5453.0,469842,4264,19499053,,,,
2024-02-04,Bruno Mars - Just the Way You Are,87,-1,727,86,,63289,-1534.0,260595,63289,26809658,,,,
2024-02-04,Zach Bryan - Dawns (w/ Maggie Rogers),88,15,179,43,,63052,2512.0,444362,-545,10050988,,,,
2024-02-04,Noah Kahan - Dial Drunk (w/ Post Malone),89,12,58,44,,62322,1457.0,456156,-12,3138355,,,,
2024-02-04,The Weeknd - Starboy (w/ Daft Punk),90,-2,1526,1,83.0,62196,-1245.0,447488,798,83576055,,,,
2024-02-04,Taylor Swift - Karma,91,=,342,7,,62046,-549.0,416362,8027,24661972,,,,
2024-02-04,Kendrick Lamar - All The Stars (w/ SZA),92,14,820,2,13.0,61091,1393.0,404563,9254,49014582,,,,
2024-02-04,Justin Bieber - Ghost,93,3,852,8,,61032,-657.0,446179,1810,62561910,,,,
2024-02-04,David Guetta - I'm Good (Blue) (w/ Bebe Rexha),94,-12,526,1,5.0,60545,-5690.0,461431,-2931,55610062,,,,
2024-02-04,Kanye West - Father Stretch My Hands Pt. 1,95,10,212,51,,60462,558.0,423930,5256,8033864,,,,
2024-02-04,Kanye West - Runaway (w/ Pusha T),96,16,84,81,,60367,1723.0,406205,2726,4618325,,,,
2024-02-04,Nicki Minaj - FTCU,97,-12,52,45,,60035,-5034.0,421078,5896,3443900,,,,
2024-02-04,Dylan Gossett - Coal,98,16,56,81,,59855,1803.0,437281,-3615,2865326,,,,
2024-02-04,Olivia Rodrigo - Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,99,17,92,20,,59597,1954.0,431869,-1196,6906977,,,,
2024-02-04,OneRepublic - Counting Stars,100,=,1581,39,,59286,-1959.0,429164,15,51259029,,,,
2024-02-04,Morgan Wallen - Wasted On You,101,3,337,71,,58464,-1664.0,433910,-2220,17764431,,,,
2024-02-04,Luke Combs - Beautiful Crazy,102,=,510,31,,57849,-2929.0,404021,-767,26202326,,,,
2024-02-04,Chris Stapleton - Tennessee Whiskey,103,-5,245,79,,57339,-4129.0,404602,-240,11826365,,,,
2024-02-04,Luke Combs - When It Rains It Pours,104,-7,526,23,,57332,-4176.0,403799,-753,29881318,,,,
2024-02-04,Frank Ocean - Lost,105,17,859,15,,57236,846.0,405170,627,44845531,,,,
2024-02-04,Tory Lanez - The Color Violet,106,15,527,27,,57075,418.0,413220,1656,32551820,,,,
2024-02-04,The Police - Every Breath You Take,107,-13,156,94,,57025,-5287.0,409014,4351,6896986,,,,
2024-02-04,Ice Spice - Think U The Shit (Fart),108,-13,9,84,,56922,-4929.0,423635,4498,532865,,,,
2024-02-04,Gunna - fukumean,109,1,224,5,,56759,-2342.0,417163,934,24092852,,,,
2024-02-04,Jessie Murph - Wild Ones (w/ Jelly Roll),110,8,84,92,,56263,-1281.0,395870,769,4517520,,,,
2024-02-04,The Lumineers - Ophelia,111,27,161,72,,56221,3276.0,408628,-283,6147685,,,,
2024-02-04,Eminem - Without Me,112,-5,1050,39,,56220,-3374.0,410910,-1637,46548865,,,,
2024-02-04,Kings of Leon - Sex on Fire,113,-5,1116,55,,55556,-3729.0,408001,1259,46947388,,,,
2024-02-04,Coldplay - Viva La Vida,114,6,536,24,,55405,-1399.0,393017,1461,28891346,,,,
2024-02-04,Jordan Davis - Buy Dirt (w/ Luke Bryan),115,2,275,92,,55388,-2216.0,409178,-4663,13157960,,,,
2024-02-04,The Neighbourhood - Sweater Weather,116,24,1190,20,,54881,2311.0,379920,1524,67250828,,,,
2024-02-04,G Flip - The Worst Person Alive,117,-6,9,55,,54799,-4052.0,398743,-23038,529399,,,,
2024-02-04,Avicii - Wake Me Up,118,-3,1569,12,,54576,-3356.0,397909,2890,53736687,,,,
2024-02-04,Tame Impala - The Less I Know The Better,119,12,1588,6,,54521,13.0,384110,2444,52554603,,,,
2024-02-04,Fleetwood Mac - Everywhere - 2017 Remaster,120,-11,604,66,,53689,-5469.0,384055,1982,25478313,,,,
2024-02-04,The Kid LAROI - Stay (w/ Justin Bieber),121,7,938,1,160.0,53305,-1826.0,386706,-1643,125231203,,,,
2024-02-04,Taylor Swift - august,122,25,195,12,,53183,2501.0,350266,8361,10657481,,,,
2024-02-04,Fred again.. - adore u (w/ Obongjayar),123,-31,151,29,,53168,-9323.0,429423,-17849,8666162,,,,
2024-02-04,Tears For Fears - Everybody Wants To Rule The World,124,6,590,44,,53163,-1649.0,107975,53163,26508604,,,,
2024-02-04,Bryan Adams - Summer Of '69,125,-26,1670,47,,53013,-8370.0,397641,695,63179018,,,,
2024-02-04,Taylor Swift - ...Ready For It?,126,32,153,2,3.0,52873,3537.0,147214,52873,7631096,,,,
2024-02-04,Tom Odell - Another Love,127,33,779,18,,52837,3794.0,365520,2117,47311367,,,,
2024-02-04,Taylor Swift - The Man,128,14,102,15,,52465,609.0,353230,5924,5516942,,,,
2024-02-04,Creedence Clearwater Revival - Bad Moon Rising,129,-36,109,85,,52431,-9890.0,391039,1625,4992604,,,,
2024-02-04,Chris Brown - Angel Numbers / Ten Toes,130,14,45,107,,52419,1336.0,375650,1257,2263055,,,,
2024-02-04,Eminem - Lose Yourself,131,-5,2405,34,,52415,-3319.0,378312,495,67079419,,,,
2024-02-04,Kanye West - Flashing Lights (w/ Dwele),132,4,308,87,,52214,-1009.0,369455,1958,14699810,,,,
2024-02-04,Queen - Crazy Little Thing Called Love - Remastered 2011,133,-20,37,113,,52153,-6408.0,320106,6272,1591595,,,,
2024-02-04,4batz - act ii: date @ 8,134,28,9,134,,51840,3016.0,338265,51840,425713,,,,
2024-02-04,Chance Peña - i am not who i was,135,58,14,129,,51380,4300.0,363985,2693,706152,,,,
2024-02-04,Empire of the Sun - Walking On A Dream,136,-4,703,92,,51235,-2714.0,364999,2522,28101019,,,,
2024-02-04,Arctic Monkeys - I Wanna Be Yours,137,28,521,63,,51032,2357.0,350187,-1800,24734564,,,,
2024-02-04,Taylor Swift - Delicate,138,47,148,21,,50378,2978.0,330835,50378,8262649,,,,
2024-02-04,Hozier - Take Me To Church,139,39,1953,2,45.0,50327,2369.0,350588,3405,62409196,,,,
2024-02-04,"benny blanco - Eastside (w/ Halsey, Khalid)",140,58,1434,1,22.0,50294,3437.0,97151,50294,109003220,,,,
2024-02-04,Eminem - The Real Slim Shady,141,-8,1005,52,,50133,-3636.0,356856,-1044,42997697,,,,
2024-02-04,Taylor Swift - willow,142,49,237,1,2.0,50102,2943.0,144540,50102,14169904,,,,
2024-02-04,Dom Dolla - Eat Your Man (w/ Nelly Furtado),143,-18,126,57,,50003,-5852.0,379567,-3965,6173540,,,,
2024-02-04,Carly Rae Jepsen - Call Me Maybe,144,-15,285,113,,49981,-5143.0,347677,2366,12129805,,,,
2024-02-04,Post Malone - Circles,145,3,1593,2,64.0,49919,-744.0,368442,682,119012318,,,,
2024-02-04,Taylor Swift - Look What You Made Me Do,146,22,190,1,17.0,49885,1298.0,98472,49885,14483853,,,,
2024-02-04,"Timbaland - The Way I Are (w/ Keri Hilson, D.O.E.)",147,-23,394,65,,49801,-6189.0,454521,-10512,17068192,,,,
2024-02-04,"Tyler, The Creator - See You Again (w/ Kali Uchis)",148,31,318,12,,49504,1569.0,290844,2143,19890469,,,,
2024-02-04,Megan Thee Stallion - HISS,149,-26,8,56,,49381,-6805.0,484192,-6254,539827,,,,
2024-02-04,Miguel - Sure Thing,150,20,483,11,,49381,897.0,350888,2341,32220194,,,,
2024-02-04,Matt Sassari - Give It To Me - Full Vocal Mix,151,-32,233,88,,49369,-7487.0,401144,-4880,10447693,,,,
2024-02-04,The Weeknd - Die For You,152,20,648,21,,49203,834.0,346086,1933,41201821,,,,
2024-02-04,"Metro Boomin - Creepin' (w/ The Weeknd, 21 Savage)",153,-3,428,2,4.0,49090,-867.0,356172,117,45314878,,,,
2024-02-04,Hotel Ugly - Shut up My Moms Calling,154,28,432,66,,49065,1575.0,350591,-666,19984795,,,,
2024-02-04,Journey - Don't Stop Believin' (2022 Remaster),155,-28,43,51,,48969,-6682.0,355561,-182,2196214,,,,
2024-02-04,Don Toliver - Bandit,156,24,3,68,,48893,1197.0,170049,48893,170049,,,,
2024-02-04,Travis Scott - MY EYES,157,30,62,11,,48840,1544.0,343388,2827,3464674,,,,
2024-02-04,Bruno Mars - When I Was Your Man,158,13,125,98,,48703,309.0,197882,48703,5047393,,,,
2024-02-04,Taylor Swift - You Need To Calm Down,159,=,300,4,,48659,-485.0,97803,48659,19901465,,,,
2024-02-04,Billie Eilish - lovely (w/ Khalid),160,34,2003,4,,48577,1526.0,339964,3775,106333097,,,,
2024-02-04,Linkin Park - In the End,161,-6,93,19,,48223,-1304.0,368889,1644,4100617,,,,
2024-02-04,Imagine Dragons - Demons,162,-13,458,40,,48137,-2427.0,367730,-3051,8007850,,,,
2024-02-04,Morgan Wallen - Spin You Around (1/24),163,RE,8,106,,48105,,318856,-2073,412700,,,,
2024-02-04,Fleetwood Mac - Go Your Own Way - 2004 Remaster,164,-30,1549,50,,48099,-5475.0,341142,-73,62480956,,,,
2024-02-04,Lady Gaga - Shallow (w/ Bradley Cooper),165,-20,1796,4,,48045,-2923.0,294145,3323,102565882,,,,
2024-02-04,Tracy Chapman - Fast Car,166,-31,199,107,,47922,-5578.0,301018,2816,6752498,,,,
2024-02-04,Taylor Swift - Love Story (Taylor’s Version),167,-6,89,7,,47904,-931.0,96739,47904,4611569,,,,
2024-02-04,Drake - Jimmy Cooks (w/ 21 Savage),168,8,589,4,,47840,-215.0,356822,1599,37668316,,,,
2024-02-04,Bon Jovi - Livin' On A Prayer,169,-32,362,75,,47615,-5473.0,350095,-849,13951628,,,,
2024-02-04,Frank Ocean - Thinkin Bout You,170,RE,87,60,,47250,,236705,2291,1403697,,,,
2024-02-04,Oliver Anthony Music - Rich Men North of Richmond,171,-4,166,13,,47211,-1444.0,241806,1613,10994908,,,,
2024-02-04,d4vd - Romantic Homicide,172,RE,362,23,,47118,,47118,47118,21505194,,,,
2024-02-04,Kanye West - Homecoming (w/ Chris Martin),173,4,85,126,,47095,-903.0,347253,986,3963961,,,,
2024-02-04,Jimmy Eat World - The Middle,174,-8,51,116,,47070,-1586.0,95726,47070,2257993,,,,
2024-02-04,Lewis Capaldi - Before You Go,175,RE,1350,9,,46857,,293289,2638,83114710,,,,
2024-02-04,Foo Fighters - Everlong,176,8,583,32,,46847,-603.0,331249,46847,26545252,,,,
2024-02-04,"Macklemore & Ryan Lewis - Can't Hold Us (w/ Macklemore, Ryan Lewis, Ray Dalton)",177,-24,765,40,,46580,-3133.0,372254,-7933,38404023,,,,
2024-02-04,The Beatles - Here Comes The Sun - Remastered 2009,178,-32,58,111,,46482,-4297.0,292192,1226,2520681,,,,
2024-02-04,Ed Sheeran - Shivers,179,-15,872,4,,46461,-2228.0,342301,434,81548136,,,,
2024-02-04,Taylor Swift - Wildest Dreams (Taylor's Version),180,RE,113,11,,46439,,46439,46439,6323036,,,,
2024-02-04,RAYE - Escapism. (w/ 070 Shake),181,-8,408,3,2.0,46425,-1847.0,238119,46425,36091142,,,,
2024-02-04,"Elton John - Rocket Man (I Think It's Going To Be A Long, Long Time)",182,-41,572,72,,46380,-5546.0,196937,46380,20114683,,,,
2024-02-04,Tiësto - 10:35 (w/ Tate McRae),183,3,436,12,,46342,-979.0,333413,2060,30903947,,,,
2024-02-04,Zach Bryan - Oklahoma Smokeshow,184,RE,33,94,,46305,,143436,612,1545918,,,,
2024-02-04,Travis Scott - I KNOW ?,185,RE,168,16,,46204,,293358,559,9462367,,,,
2024-02-04,blink-182 - All The Small Things,186,-30,314,64,,46199,-3264.0,389032,-4875,13475522,,,,
2024-02-04,Justin Timberlake - Selfish,187,9,3,184,,46133,-811.0,141421,46133,141421,,,,
2024-02-04,CYRIL - Stumblin' In,188,-45,4,134,,46005,-5114.0,198455,46005,198455,,,,
2024-02-04,Bryan Martin - We Ride,189,1,61,136,,45934,-1249.0,336336,-2999,2854571,,,,
2024-02-04,5 Seconds of Summer - Youngblood,190,RE,1741,1,41.0,45788,,300098,300,117021982,,,,
2024-02-04,"Metro Boomin - Too Many Nights (w/ Future, Don Toliver)",191,RE,296,32,,45474,,282465,45474,15761205,,,,
2024-02-04,Van Morrison - Brown Eyed Girl,192,-53,979,64,,45268,-7457.0,240923,-1074,38060983,,,,
2024-02-04,Eminem - Love The Way You Lie (w/ Rihanna),193,RE,74,101,,45240,,230585,318,3330361,,,,
2024-02-04,Drake - IDGAF (w/ Yeat),194,RE,115,5,,45156,,239963,-744,8486314,,,,
2024-02-04,Mac Miller - The Spins,195,RE,343,100,,45141,,232059,45141,11895780,,,,
2024-02-04,Taylor Swift - Blank Space,196,1,773,7,,45126,-1744.0,91996,45126,35205208,,,,
2024-02-04,Taylor Swift - Shake It Off,197,-43,900,1,36.0,44901,-4659.0,94461,44901,37438978,,,,
2024-02-04,Troye Sivan - One Of Your Girls,198,-9,112,19,,44802,-2425.0,355641,-5985,7926648,,,,
2024-02-04,Jung Kook - Seven (w/ Latto),199,RE,188,3,1.0,44798,,137959,44798,16219937,,,,
2024-02-04,Bailey Zimmerman - Rock and A Hard Place,200,RE,363,31,,44760,,138312,44760,16868072,,,,
